BARRIO,CAPACIDAD,CLASE,COMUNA,CP,CPA,DIRECCION,DISPOSICION,ESTADO,ESTADO_OBESERVACIONES,FECHA_DE_ENTREGA_NUEVA_REVALIDA,FECHA_DE_NOTIFICACION,FECHA_DISPOSICION_DE_CAPACIDAD,FECHA_DISPOSICION_DE_RECHAZO,FECHA_DISP_INSCRIPCION,FECHA_DISP_RE_INSCRIPCION,FECHA_ENVIO,NOMBRE,NOTIFICADO,NUMERO_DIPS,NUMERO_DISPOSICION_DE_RECALCULO_CAPACIDAD,NUMERO_DISP_DE_RECHAZO,NUMERO_EXPEDIENTE,NUMERO_REGISTRO,PERIODO,PISO,VENCIMIENTO,X,Y
RECOLETA,508,C,COMUNA 02,1114,C1114AAE,"URIBURU JOSE E., PRES. 1073",130,RENOVADO 2017, ,05/12/2017, ,05/12/2014, ,05/12/2014,07/12/2017, ,KUMA CLUB, ,110,130, ,25914903/17,144,2018-SEM13, ,17/02/2018,-5.839.857.661.120.090,-3.459.586.355.873.080
RETIRO,220,CC,COMUNA 01,1008,C1008AAR,SUIPACHA 842,113,BAJA PREVENTIVA POR DISFC NRO107/16, , , ,18/12/2009, ,18/12/2009,17/12/2015, ,LA CAPILLA, ,116,113, ,1445687/09,113,2018-SEM13, , ,-5.837.982.532.180.130,-3.459.844.819.128.270
VILLA ORTUZAR,940,C,COMUNA 15,1427,C1427CDA,ALVAREZ THOMAS AV. 1391,85,RENOVADO 2017, ,27/03/2018, ,23/06/2006, ,23/06/2006,20/10/2017, ,LA CITY, ,98,85, ,21605283/17,78,2018-SEM13, ,28/06/2018,-5.846.155.159.525.110,-34.578.213.328.617.800
PALERMO,1558,C,COMUNA 14,1428, ,"OBLIGADO RAFAEL, AV.COSTANERA 3731",48,BAJA INSCRIPCION DISFC-2013-127-DGFYC, , , ,29/09/2011, ,23/03/2005,17/09/2012, ,LA DIOSA-VIDU, ,123,107, ,10604/05,45,2018-SEM13, , ,-5.841.030.191.525.690,-3.455.836.933.321.080
SAN NICOLAS,1372,CC,COMUNA 01,1042,C1042ABF,SARMIENTO 1656,5,RENOVADO 2018, ,10/01/2018, ,29/09/2005, ,01/03/2005,08/02/2018, ,LA FRANCE, ,9,136, ,3005915/18,4,2018-SEM13, ,13/04/2018,-5.839.015.314.133.260,-3.460.552.792.329.060
PUERTO MADERO,205,CC,COMUNA 01,1107,C1107AAD,"MOREAU DE JUSTO, ALICIA AV. 102",75,INSCRIPCION VENCIDA, , , ,01/06/2006, ,01/06/2006,12/06/2012, ,LA MADELEINE, ,82,75, ,80621/05,77,2018-SEM13, , ,-5.836.747.834.448.830,-3.460.000.332.273.980
MONSERRAT,449,CC,COMUNA 01,1064,C1064AAI,BALCARCE 431,59,BAJA INSC: DISP. NRO113/12, , , ,10/05/2007, ,10/05/2007,28/05/2012, ,LA VENTANA, ,75,59, ,89485/06,89,2018-SEM13, , ,-583.706.269.346.601,-3.461.273.592.682.620
PALERMO,980,C,COMUNA 14,1414,C1414BFB,"VEGA, NICETO, CNEL. AV. 5452",144,RENOVADO 2017, ,12/03/2018, ,16/11/2012, ,16/11/2012,15/11/2017, ,LARC, ,106,144, ,23919581/17,137,2018-SEM13, ,06/06/2018,-5.843.847.114.683.890,-3.458.741.913.185.840
BALVANERA,1540,C,COMUNA 03,1214,C1214ABB,ECUADOR 60,37,RENOVADO 2018, ,19/03/2018, ,17/03/2006, ,18/03/2005,22/03/2018, ,LATINO 11, ,40,34, ,6446132/18,34,2018-SEM13, ,22/06/2018,-5.840.896.846.098.250,-3.460.960.926.364.210
BALVANERA,990,CC,COMUNA 03,1033,C1033AAW,RIVADAVIA AV. 1910,159,RENOVADO 2018, ,20/02/2018, ,14/12/2005, ,14/12/2005,02/02/2018, ,LE CLICK, ,7,159, ,50478/05,68,2018-SEM13, ,13/04/2018,-5.839.372.020.952.290,-34.609.362.374.456.200
AGRONOMIA,68,C,COMUNA 15,1419,C1419IBE,SAN MARTIN AV. 6101,42,INSCRIPCION VENCIDA, , , ,23/03/2006, ,21/03/2005,23/03/2007, ,LE PRIVE, ,44,52, ,10583/05,39,2018-SEM13, , ,-5.850.173.804.647.800,-3.459.496.831.860.150
PALERMO,576,C,COMUNA 14,1425,C1425BGL,SANTA FE AV. 3651,3,RENOVADO 2018, ,08/03/2018, ,18/05/2012, ,11/02/2009,25/01/2018, ,LIQUID BAR, ,4,71, ,29566432/17,103,2018-SEM13, ,07/06/2018,-5.841.536.035.563.420,-3.458.543.621.614.380
CONSTITUCION,150,CC,COMUNA 01,1103,C1103ADI,HUMBERTO 1° 1783,123,RENOVADO 2017, ,07/11/2017, ,02/11/2006, ,02/11/2006,10/11/2017, ,LO DE CELIA, ,102,123, ,22159527/17,83,2018-SEM13,1ER PISO,20/12/2017,-5.839.130.643.395.640,-34.621.500.530.922.300
RECOLETA,300,CC,COMUNA 02,1128,C1128ACF,"LOPEZ, VICENTE 2056",75,BAJA INSC: DISP. NRO 003/2010, , , ,02/07/2007, ,02/07/2007,18/07/2008, ,LOCOS X EL FUTBOL, ,72,75, ,11045/07,91,2018-SEM13, , ,-5.839.362.848.214.970,-34.588.919.443.992.100
VILLA DEL PARQUE,247,CC,COMUNA 11,1419,C1419HYS,"BEIRO, FRANCISCO AV. 3128",150,INSCRIPCION VENCIDA, , , ,28/12/2010, ,28/12/2010,24/05/2016, ,LOOP, ,66,150, ,1527712/10,119,2018-SEM13, , ,-5.849.734.417.194.780,-3.459.698.631.245.180
BELGRANO,479,C,COMUNA 13,1428,C1428DUB,"SUCRE, ANTONIO JOSE DE, MCAL. 646",99,RENOVADO 2017, ,05/10/2017, ,20/10/2016, ,20/10/2016,20/10/2017, ,LOW, ,99,99, ,22888893/17,151,2018-SEM13, ,03/12/2017,-58.436.459.126.193.700,-3.455.290.087.548.820
MONSERRAT,200,C,COMUNA 01,1084,C1084AAR,DE MAYO AV. 948,145,RENOVADO 2017, ,02/03/2018, ,28/08/2013, ,28/08/2013,17/08/2017, ,LP, ,77,145, ,3142359/13,140,2018-SEM13, ,03/06/2018,-58.379.822.629.744.000,-34.609.018.890.484.000
RECOLETA,396,C,COMUNA 02,1128,C1128AAH,AZCUENAGA 1902,128,BAJA INSCRIPCION DISP. NRO 65/2013, ,, ,15/09/2005, ,15/09/2005,28/09/2012, ,MADAHOS, ,125,128, ,14781/05,66,2018-SEM13, ,,-58.395.098.279.374.700,-3.458.752.854.475.850
LINIERS,1320,C,COMUNA 09,1408,C1408AAJ,RIVADAVIA AV. 10925,60,RENOVADO 2017, ,01/02/2018, ,23/04/2007, ,04/04/2006,07/04/2017, ,MAGICO, ,48,58, ,61559/05,74,2018-SEM13, ,11/04/2018,-5.851.799.945.739.400,-3.463.899.713.598.830
PUERTO MADERO,100,CC,COMUNA 01,1107,C1107AAU,"MOREAU DE JUSTO, ALICIA AV. 1007",95,SUSPENDIDO, ,, ,23/10/2009, ,23/10/2009,30/09/2011, ,MAGNOLIA, ,108,95, ,1082617/09,111,2018-SEM13, ,,-583.664.613.152.723,-3.460.960.939.338.660
FLORES,504,C,COMUNA 07,1406,C1406GSE,"ALBERDI, JUAN BAUTISTA AV. 2829",86,RENOVADO 2017, ,23/02/2018, ,04/09/2008, ,04/09/2008,11/04/2017, ,MAIS- UM, ,50,86, ,66474/07,98,2018-SEM13, ,27/04/2018,-5.846.759.948.794.200,-3.463.298.540.132.270
SAN NICOLAS,1076,C,COMUNA 01,1042,C1042ABH,SARMIENTO 1728,11,RENOVADO 2018, ,11/01/2018, ,11/07/2006, ,03/03/2005,20/02/2018, ,MALUCO BELEZA, ,13,92, ,2999897/18,10,2018-SEM13, ,13/04/2018,-5.839.117.870.086.820,-34.605.598.214.335.400
PALERMO,1613,C,COMUNA 14, , ,"OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.",47,RENOVADO 2018, ,21/02/2018, ,23/03/2009, ,23/03/2005,08/02/2018, ,MANDARINE, ,10,38, ,3223764/18,44,2018-SEM13, ,24/05/2018,-5.840.194.257.146.330,-34.567.916.364.970.900
CONSTITUCION,1140,CLUB ART 1,COMUNA 01,1137,C1137ACL,SALTA 1748,7,INSCRIPCION VENCIDA, ,, ,13/01/2006, ,13/01/2006,02/02/2017, ,MBURUKUJA, ,7,7, ,61556/05,69,2018-SEM13, ,,-5.838.274.212.665.650,-3.462.815.877.480.910
MONSERRAT,586,C,COMUNA 01,1064,C1064AAK,BALCARCE 563,123,RENOVADO 2017, ,08/08/2017, ,22/10/2010, ,22/10/2010,03/10/2017, ,MOD, ,92,123, , 20985037/17,118,2018-SEM13, ,03/11/2017,-5.837.074.047.984.650,-3.461.435.959.101.340
RECOLETA,581,C,COMUNA 02,1425,C1425CKO,"FIGUEROA ALCORTA, PRES. AV. 2270",116,INSCRIPCION VENCIDA, , , ,30/12/2009, ,30/12/2009,06/01/2014, ,MODENA DESIGN, ,1,116, , 48.226/09.,114,2018-SEM13, , ,-583.938.435.021.754,-34.582.760.732.308.000
MONSERRAT,531,CC,COMUNA 01,1064,C1064AAN,BALCARCE 682,19,RENOVADO 2018,RECTIFICACIÓN,28/03/2018, ,20/07/2017, ,09/03/2005,22/03/2018, ,MOLIERE, ,38,69, ,7572328/18,14,2018-SEM13, ,03/05/2018,-5.837.053.659.734.070,-3.461.556.503.012.920
BALVANERA,460,C,COMUNA 03,1222,C1222ABA,MEXICO 1863,66,RENOVADO 2017, ,23/03/2017, ,10/01/2006, ,08/06/2005,16/06/2017, ,MONTECARLO, ,61,6, ,10673/05,56,2018-SEM13, ,20/06/2017,-5.839.262.683.253.260,-3.461.570.999.047.780
FLORES,922,C,COMUNA 07,1406,C1406GMC,RIVADAVIA AV. 7217,95,BAJA DE INSCRIPCION, , , ,05/11/2008, ,05/11/2008,15/11/2013, ,MORENA, ,174,95, ,54743/08,100,2018-SEM13, , ,-58.467.281.472.872.200,-3.462.997.640.676.280
SAN NICOLAS,300,CC,COMUNA 01,1007,C1007ABC,ESMERALDA 565,62,RENOVADO 2017, ,26/07/2017, ,12/11/2009, ,12/04/2006,11/04/2017, ,MUNDO LATINO, ,49,102, ,10631/05,75,2018-SEM13,PLANTA BAJA,30/08/2017,-5.837.813.090.010.220,-34.601.525.131.671.400
MONSERRAT,1952,C,COMUNA 01,1068,C1068AAA,PERU 529,43,INSCRIPCION VENCIDA, ,, ,13/07/2005, ,22/03/2005,27/03/2009, ,MUSEUM, ,36,80, ,10666/05,40,2018-SEM13, ,,-58.374.680.908.047.300,-3.461.418.863.190.480
CHACARITA,500,C,COMUNA 15,1427,C1427EIN,"DUMONT, SANTOS 4060",10,INSCRIPCION VENCIDA, ,, ,29/01/2010, ,29/01/2010,24/02/2012, ,NEO CLUB, ,11,10, ,1544367/09,116,2018-SEM13, ,,-58.450.017.795.193.900,-3.458.874.466.013.390
PALERMO,1602,C,COMUNA 14,1425,C1425BHF,SANTA FE AV. 4389,27,BAJA INSC: DISP. 77/2008 CONJUNTA, ,, ,17/10/2005,07/04/2006,11/03/2005, , ,NEW METROPOLIS, , ,145,61,10628/05,24,2018-SEM13, ,,-5.842.324.131.126.950,-34.579.651.481.746.600
RECOLETA,295,CC,COMUNA 02,1113,C1113AAS,JUNIN 1715,36,BAJA INSCRPICION:DISFC-2015-55-DGFYC, ,, ,23/03/2006, ,17/03/2005,01/04/2015, ,NEW PORT, ,42,54, ,10566/05,33,2018-SEM13, ,,-5.839.278.148.675.470,-3.458.909.361.015.120
PALERMO,1118,C,COMUNA 14,1414,C1414BFD,"VEGA, NICETO, CNEL. AV. 5508",24,RENOVADO 2018, ,06/03/2018, ,06/05/2005, ,10/03/2005,08/03/2018, ,NICETO CLUB, ,30,58, ,5071026/18,21,2018-SEM13, ,06/06/2018,-5.843.873.155.554.050,-3.458.723.866.803.020
MONSERRAT,342,C,COMUNA 01,1086,C1086AAM,"YRIGOYEN, HIPOLITO 847",113,DENEGATORIA RENOVACION DISFC NRO 108/17, ,, ,25/11/2016, ,25/11/2016, , ,NIX PREVIUS, , ,113, ,25827534/17,152,2018-SEM13, ,,-58.378.360.666.525.700,-34.609.403.306.561.700
SAN NICOLAS,1100,C,COMUNA 01,1041,C1041AAM,SARMIENTO 667,104,INSCRIPCION VENCIDA, ,, ,12/11/2009, ,12/11/2009,11/11/2011, ,NON SERVIAM, ,129,104, ,1927/09,112,2018-SEM13, ,,-5.837.614.744.280.660,-34.604.595.227.659.000
BELGRANO,562,C,COMUNA 13,1428,C1428BCN,"FIGUEROA ALCORTA, PRES. AV. 6438",57,INSCRIPCION 2017, ,07/12/2017, ,06/06/2017, ,06/06/2017, , ,OLIVIA´S, , ,57, ,10727777/17,153,2018-SEM13, ,03/03/2018,-58.435.462.082.419.900,-3.455.312.174.476.090
VILLA DEL PARQUE,480,C,COMUNA 11,1419,C1419HYU,"BEIRO, FRANCISCO AV. 3334",12,RENOVADO 2018, ,08/02/2018, ,24/02/2012, ,24/02/2012,01/03/2018, ,ONE MORE CLUB, ,21,12, ,543721/18,132,2018-SEM13, ,10/05/2018,-5.849.994.857.953.540,-34.598.598.111.432.100
RETIRO,1239,CC,COMUNA 01,1107,C1107CPE,"GRIERSON, CECILIA 225",31,BAJA INSC: DISP. 44/2008 CONJUNTA, , , ,17/03/2006, ,15/03/2005,30/03/2007, ,OPERA BAY, ,48,32, ,10674/05,28,2018-SEM13, , ,-58.365.752.711.613.900,-3.459.827.264.562.880
PALERMO,626, ,COMUNA 14,1414,C1414CWF,"JUSTO, JUAN B. AV. 1675",111,BAJA DE INSCRIPCION, , , ,07/10/2011, ,07/10/2011,10/10/2013, ,OPIUM GARDEN, ,154,111, ,1653447/11,128,2018-SEM13, , ,-584.365.406.728.728,-34.586.392.892.002.500
SAN NICOLAS,200,CC,COMUNA 01,1019,C1019ABH,MONTEVIDEO 310,146,BAJA INSCRIPCION POR DISFC NRO 06/18, , , ,22/12/2011, ,22/12/2011,21/12/2016, ,OYE CHICO, ,116,146, ,29298431/17,131,2018-SEM13, , ,-5.838.940.839.853.740,-34.604.905.763.703.500
BELGRANO,1942,C,COMUNA 13, , ,"OBLIGADO RAFAEL, AV.COSTANERA Y LA PAMPA",91,BAJA INSCRPICION: DISFC-2015-80-DGFYC, , , ,20/08/2010, ,29/07/2005,20/08/2014, ,PACHA / PACHA BS AS, ,97,105, ,30712/05 - 321,65,2018-SEM13, , ,-58.428.484.342.294.600,-34.551.282.129.622.000
RECOLETA,364,CC,COMUNA 02,1128,C1128ACH,"LOPEZ, VICENTE 2134",53,INSCRIPCION VENCIDA, , , ,21/04/2006, ,21/04/2005,30/05/2014, ,PAGANA, ,76,66, ,13361/05,50,2018-SEM13, , ,-5.839.464.189.610.820,-345.883.730.265.623
MONSERRAT,2140,C,COMUNA 01,1088,C1088AAB,"ALSINA, ADOLFO 934",23,RENOVADO 2018, ,06/03/2018, ,02/02/2017, ,10/03/2005,26/01/2018, ,PALACIO ALSINA, ,5,9, ,30346823/17,20,2018-SEM13, ,03/06/2018,-5.837.967.580.887.930,-34.610.690.649.061.700
PALERMO,650,C,COMUNA 14,1425,C1425FFJ,"BORGES, JORGE LUIS 2450",29,RENOVADO 2018, ,08/03/2018, ,18/08/2005, ,14/03/2005,13/03/2018, ,PALERMO CLUB, ,31,121, ,5724111/18,26,2018-SEM13, ,07/04/2018,-5.842.146.617.354.250,-34.582.363.338.224.200
CABALLITO,1593,CC,COMUNA 06,1235,C1235ABE,LA PLATA AV. 735,67,RENOVADO 2017, ,17/01/2018, ,08/06/2005, ,08/06/2005,09/06/2017, ,PHUKET, ,59,67, ,20810/05,57,2018-SEM13, ,20/04/2018,-5.842.749.189.930.520,-3.462.414.890.977.310
RECOLETA,150,CC,COMUNA 02,1113,C1113AAS,JUNIN 1787,45,BAJA INSCRIPCION DISP. NRO 05/10, , , ,23/03/2006, ,23/03/2006, , ,PISO 1, , ,45, ,76735/05,71,2018-SEM13, , ,-5.839.239.234.743.750,-34.588.427.813.886.100
BELGRANO,1143,C,COMUNA 13,1428, ,"OBLIGADO RAFAEL, AV.COSTANERA 6201",68,INSCRIPCION VENCIDA, , , ,20/05/2011, ,20/05/2011,29/05/2015, ,PIZZA BANANA, ,59,68, ,736109/11,125,2018-SEM13, , ,-584.297.098.070.035,-3.455.050.962.655.570
BALVANERA,200,C,COMUNA 03,1039,C1039AAS,"MITRE, BARTOLOME 2737",4,BAJA DE INSCRIPCION, , , ,05/05/2006, ,14/02/2007,05/05/2006, ,POPULARISIMO, ,71,71, ,10662/05,51,2018-SEM13, , ,-5.840.514.096.837.300,-3.460.874.788.353.810
MONSERRAT,586,C,COMUNA 01,1064,C1064AAK,BALCARCE 563,122,BAJA INSC: DISP. NRO 002/2010, , , ,29/08/2008, ,02/11/2006,12/11/2008, ,POR VOS BS AS, ,98,83, ,38142/06,82,2018-SEM13,PLANTA BAJA, ,-5.837.074.047.984.650,-3.461.435.959.101.340
PALERMO,604,C,COMUNA 14,1414,C1414DOB,"SCALABRINI ORTIZ, RAUL AV. 1425",96,RENOVADO 2017, ,21/02/2018, ,18/11/2011, ,16/11/2007,14/11/2017, ,PORTO SOHO, ,103,134, ,23656499/17,94,2018-SEM13, ,30/03/2018,-5.842.647.674.184.380,-34.592.023.741.267.100
PALERMO,894,C,COMUNA 14, , ,SARMIENTO AV. Y CASARES AV.,142,INSCRIPCION VENCIDA, , , ,07/11/2012, ,07/11/2012,05/12/2014, ,POUND, ,131,142, ,1670344/12,136,2018-SEM13, , ,-5.840.786.517.147.720,-345.672.658.263.573
PALERMO,2966,C,COMUNA 14,1425, ,"OBLIGADO RAFAEL, AV.COSTANERA 1221",526,INSCRIPCION VENCIDA, , , ,20/02/2008, ,27/02/2008,05/12/2014, ,PRIVILEGE BA, ,129,526, ,47762/07,97,2018-SEM13, , ,-5.839.801.332.847.220,-3.457.053.504.817.320
AGRONOMIA,200,C,COMUNA 15,1419,C1419IBC,SAN MARTIN AV. 5901,100,INSCRIPCION 2017, , , , , ,25/10/2017, , ,PUNTA SOLANO, , , , ,11430948/17,158,2018-SEM13, , ,-5.849.951.021.638.160,-3.459.583.571.560.690
CONSTITUCION,3050,C,COMUNA 01,1137,C1137ABD,O'BRIEN 1232,72,RENOVADO 2017, ,01/03/2018, ,27/11/2008, ,13/06/2005,12/10/2017, ,RADIO STUDIO, ,94,104, ,21027149/17,60,2018-SEM13, ,20/03/2018,-58.383.093.066.816.400,-3.462.910.180.607.650
MONSERRAT,186,CC,COMUNA 01,1084,C1084AAR,DE MAYO AV. 948,85,INSCRIPCION VENCIDA, , , ,06/03/2006, ,19/07/2005,10/07/2006, ,REQUIEM GOTIC, ,90,19, ,24460/05,63,2018-SEM13, , ,-58.379.822.629.744.000,-34.609.018.890.484.000
FLORESTA,1872,C,COMUNA 10,1407,C1407DYN,RIVADAVIA AV. 7806,38,RENOVADO 2018, ,14/03/2018, ,05/10/2005, ,18/03/2005,14/03/2018, ,RETRO, ,35,144/150, ,6945659/18,35,2018-SEM13, ,15/06/2018,-584.747.558.822.139,-3.463.222.597.268.460
MONSERRAT,901,C,COMUNA 01,1067,C1067AAH,PERU 342,4,RENOVADO 2018, ,29/11/2017, ,24/04/2006, ,01/03/2005,21/02/2018, ,REY CASTRO, ,16,67, ,4407796/18,3,2018-SEM13, ,03/03/2018,-5.837.472.623.112.130,-34.611.998.818.192.200
VELEZ SARSFIELD,120,CC,COMUNA 10,1407,C1407DZA,RIVADAVIA AV. 9131,63,SUSPENDIDO, ,, ,13/05/2011, ,13/05/2011,18/05/2012, ,RIVADAVIA 9131, ,70,63, ,316734/11,124,2018-SEM13, ,,-5.849.273.345.899.280,-34.636.322.718.834.700
PALERMO,784,C,COMUNA 14,1414,C1414DOQ,"SCALABRINI ORTIZ, RAUL AV. 1648",96,RENOVADO 2017, ,14/03/2018, ,06/07/2012, ,06/07/2012,29/06/2017, ,ROOM, ,65,96, ,540934/12,134,2018-SEM13, ,30/03/2018,-5.842.452.744.664.940,-3.459.050.785.698.340
PALERMO,1195,C,COMUNA 14,1425, ,"OBLIGADO RAFAEL, AV.COSTANERA 1221",81,INSCRIPCION 2017, ,26/02/2018, ,25/10/2017, ,25/08/2017, , ,ROSE IN RIO, , ,101, ,19176186/17,156,2018-SEM13, ,15/03/2018,-5.839.801.332.847.220,-3.457.053.504.817.320
PALERMO,1370,C,COMUNA 14,1414,C1414BNA,HONDURAS 5445,139,RENOVADO 2017, ,26/02/2018, ,29/11/2011, ,29/11/2011,15/11/2017, ,ROSEBAR, ,105,139, ,24959239/17,130,2018-SEM13, ,30/03/2018,-58.434.510.640.964.200,-34.585.563.846.406.200
RECOLETA,254,CC,COMUNA 02,1128,C1128AAC,AZCUENAGA 1775,100,RENOVADO 2017, ,19/03/2018, ,11/08/2006, ,11/08/2006,03/10/2017, ,RUANO, ,91,100, , 21136087/17,80,2018-SEM13,1ER PISO,17/05/2018,-5.839.609.791.219.730,-34.588.900.977.410.800
BELGRANO,765,CC,COMUNA 13,1428,C1428BCN,"FIGUEROA ALCORTA, PRES. AV. 6442",21,BAJA INSC: DISP. 40/13, , , ,02/11/2005, ,10/03/2005,09/03/2012, ,RUMI, ,31,149, ,10834/05,18,2018-SEM13, , ,-5.843.548.464.761.970,-3.455.309.974.666.290
RECOLETA,870,C,COMUNA 02,1113,C1113AAS,JUNIN 1735,35,BAJA INSC: DISP. CONJUNTA NRO74/11, , , ,23/03/2006, ,17/03/2005,19/03/2010, ,SAHARA, ,43,46, ,10658/05,32,2018-SEM13, , ,-5.839.267.476.984.080,-3.458.891.102.448.030
SAN NICOLAS, ,ART 1,COMUNA 01,1041,C1041ABB,SARMIENTO 1374,50,BAJA INSC: DISP. NRO30/DGHP/2008, , , , , ,23/03/2005, , ,SALON AGUSTEO, , , , ,10587/05,47,2018-SEM13, , ,-5.838.606.040.829.160,-3.460.527.468.005.380
FLORES,186,CC,COMUNA 07,1406,C1406BGB,BOYACA AV. 28,34,RENOVADO 2018, ,26/01/2018, ,16/03/2007, ,16/03/2007,14/03/2018, ,SEU DISCO, ,34,34, ,5974746/18,87,2018-SEM13, ,27/04/2018,-584.570.339.073.042,-3.462.635.177.181.120
PALERMO,203,CC,COMUNA 14,1188,C1188AAH,CORDOBA AV. 4119,33,RENOVADO 2018, ,09/03/2018, ,15/03/2016, ,15/03/2016,16/03/2018, ,SITGES, ,36,33, ,7038045/18,148,2018-SEM13, ,10/05/2018,-5.842.507.653.412.630,-3.459.687.569.464.990
RECOLETA,300,CC,COMUNA 02,1128,C1128ACI,"LOPEZ, VICENTE 2233",45,SUSPENDIDO DISP. NRO26/DGHP/08, , , ,18/01/2007, ,22/03/2005,18/01/2007, ,SODOMA, ,1,1, ,10671/05,42,2018-SEM13, , ,-58.395.530.554.193.300,-3.458.741.459.851.860
SAN NICOLAS,980,C,COMUNA 01,1042,C1042ABH,SARMIENTO 1752,18,RENOVADO 2018, ,11/01/2018, ,05/08/2013, ,07/03/2005,07/03/2018, ,SUDACA, ,27,134, ,4947647/18,13,2018-SEM13, ,13/04/2018,-5.839.146.795.138.860,-34.605.623.121.231.400
FLORES,999,C,COMUNA 07,1406,C1406FBA,"MARTI, JOSE 17",30,RENOVADO 2018, ,15/03/2018, ,27/08/2010, ,15/03/2005,07/03/2018, ,TABASCO PUB, ,26,108, ,5456312/18,27,2018-SEM13, ,15/06/2018,-58.472.276.109.439.000,-34.631.795.880.275.300
COLEGIALES,1584,CC,COMUNA 13,1426,C1426CQH,"LACROZE, FEDERICO AV. 3453",52,RENOVADO 2018, ,27/03/2018, ,04/01/2006, ,01/04/2005,28/03/2018, ,TEATRO VORTERIX, ,44,7, ,6442560/18,49,2018-SEM13, ,28/06/2018,-5.845.083.867.763.130,-3.458.013.244.405.340
BELGRANO,335,C,COMUNA 13,1428, ,"OBLIGADO RAFAEL, AV.COSTANERA 6211",94,RENOVADO 2017, ,21/03/2018, ,15/10/2010, ,16/10/2009,08/09/2017, ,TEQUILA, ,85,118, ,49401/09,110,2018-SEM13, ,22/06/2018,-5.842.976.353.325.360,-3.455.046.914.964.320
PALERMO,3095,C,COMUNA 14, , ,"OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.",10,RENOVADO 2017, ,21/02/2018, ,27/12/2016, ,10/02/2011,21/12/2017, ,TERRAZAS DEL ESTE, ,112,118, ,27930445/17,120,2018-SEM13, ,24/05/2018,-5.840.194.257.146.330,-34.567.916.364.970.900
BALVANERA,405,C,COMUNA 03,1171,C1171ABE,AGUERO 445,156,RENOVADO 2017, ,26/01/2018, ,18/11/2005, ,18/11/2005,29/09/2017, ,THE FLOWER, ,88,156, ,21717311/17,67,2018-SEM13, ,27/04/2018,-58.411.862.906.733.700,-3.460.464.822.736.960
RECOLETA,396,CC,COMUNA 02,1021,C1021ABB,RODRIGUEZ PEÑA 1220,64,RENOVADO 2017, ,01/02/2018, ,12/05/2006, ,18/05/2005,04/05/2017, ,THE SHAMROCK, ,52,63, ,10556/05,54,2018-SEM13, ,21/04/2018,-5.839.214.080.222.620,-34.594.622.283.138.200
RETIRO,415,CC,COMUNA 01,1054,C1054AAE,CORDOBA AV. 543,100,RENOVADO 2017, ,11/10/2017, ,14/11/2008, ,14/11/2008,14/11/2017, ,THE SUB, ,104,100, ,24974325/17,101,2018-SEM13, ,13/01/2018,-5.837.493.099.081.630,-34.598.611.920.482.800
RECOLETA,177,CC,COMUNA 02,1128,C1128ACH,"LOPEZ, VICENTE 2188",28,BAJA INSC:DISP. CONJUNTA NRO007/2010, , , ,17/03/2006, ,14/03/2005,17/03/2006, ,TIRO LOCO, ,38,38, ,11118/05,25,2018-SEM13, , ,-583.951.514.794.553,-345.880.128.620.022
BELGRANO,992,C,COMUNA 13,1428,C1428BRD,"UGARTE, MANUEL 1640",82,RENOVADO 2017, ,28/03/2018, ,23/09/2013, ,10/05/2013,19/05/2017, ,UGARTE, ,56,149, ,832758/10,139,2018-SEM13, ,11/05/2018,-5.845.394.153.384.890,-3.455.225.747.074.030
BALVANERA,630,C,COMUNA 03,1192,C1192AAB,GUARDIA VIEJA 3360,101,RENOVADO 2017, ,26/01/2018, ,16/11/2007, ,11/08/2006,04/08/2017, ,UNI CLUB, ,74,97, ,30099/06,81,2018-SEM13, ,27/04/2018,-5.841.222.963.883.810,-3.460.270.959.256.780
PALERMO,650,C,COMUNA 14,1426,C1426CRE,OLLEROS AV. 1775,34,RENOVADO 2018, ,14/03/2018, ,04/03/2009, ,16/03/2005,21/02/2018, ,VELVET FRERE, ,15,19, ,3430305/18,31,2018-SEM13, ,15/06/2018,-58.438.259.978.843.200,-3.456.496.879.843.380
NUÑEZ,900,C,COMUNA 13,1429,C1429AAD,CABILDO AV. 3241,1,RENOVADO 2018, ,05/12/2017, ,10/01/2011, ,10/01/2011,12/01/2018, ,VELVET/DISCOSIX, ,2,1, ,28463169/17,121,2018-SEM13, ,03/02/2018,-5.846.525.655.709.350,-3.455.235.272.420.690
CABALLITO,300,C,COMUNA 06,1405,C1405DCQ,DIAZ VELEZ AV. 4820,119,INSCRIPCION VENCIDA, , , ,04/11/2011, ,04/11/2011,18/12/2015, ,VIEJO CORREO, ,133,119, ,37589/09,129,2018-SEM13, , ,-58.434.954.320.213.700,-34.608.820.212.436.000
BELGRANO,238,CC,COMUNA 13,1428,C1428DMS,JURAMENTO 1543,104,RENOVADO 2017, ,31/07/2017, ,21/12/2007, ,21/12/2007,04/05/2017, ,VIPER, ,53,104, ,81882/07,96,2018-SEM13, ,15/09/2017,-5.844.821.451.729.280,-3.455.694.454.954.410
